source,date,year,location_name,lat,lng,count,notes
eBird,2024-04-25 06:13,2024,"594-2998 McQueen Gap Road, Shady Valley, Tennessee, US (36.556, -81.904)",36.5558351,-81.9039289,1,eBird observation
eBird,2024-04-27 07:38,2024,Great Smoky Mountains NP--Snake Den Ridge Trail,35.7420381,-83.2273505,1,eBird observation
eBird,2024-04-28 11:20,2024,Great Smoky Mountains NP--Cades Cove,35.5990797,-83.8084269,1,eBird observation
eBird,2024-04-29 12:05,2024,Tusculum Linear Park Walking and Biking Trail,36.1769114,-82.742517,1,eBird observation
eBird,2024-05-12 22:45,2024,Great Smoky Mountains NP--Gatlinburg Trail,35.7005,-83.5271,1,eBird observation
eBird,2024-05-16 11:30,2024,Great Smoky Mountains NP--Maddron Bald Trail  and  Albright Grove Loop,35.7663679,-83.2677084,1,eBird observation
eBird,2024-05-31 19:49,2024,"Snake Den Ridge Trail, Maddron Bald Trail to AT",35.730906,-83.244635,1,eBird observation
eBird,2024-06-01 20:15,2024,Great Smoky Mountains NP--Kuwohi (TN) (formerly Clingman’s Dome),35.563225,-83.4983621,1,eBird observation
eBird,2024-06-05 18:37,2024,Rocky Fork SP,36.0472525,-82.5608028,1,eBird observation
eBird,2024-06-08 08:27,2024,Cherokee NF--Unaka Mountain Rd.,36.13107,-82.30814,1,eBird observation
eBird,2024-06-19 08:15,2024,Hampton Creek Cove SNA,36.1470008,-82.0491397,1,eBird observation
eBird,2024-07-03 18:15,2024,TN--Lone Pine Gap Rd,35.9601116,-82.8969713,1,eBird observation
eBird,2024-07-16 16:08,2024,Rocky Fork SP,36.0472525,-82.5608028,1,eBird observation
eBird,2024-07-20 06:24,2024,Emory River,35.980483,-84.572645,1,eBird observation
eBird,2024-07-23 07:00,2024,Emory River,35.980483,-84.572645,1,eBird observation
eBird,2024-07-27 18:29,2024,"121 Willie Crabtree Road, Allardt, Tennessee, US (36.376, -84.785)",36.3764323,-84.7845939,1,eBird observation
eBird,2024-09-04 15:59,2024,"Appalachian National Scenic Trail, Townsend US-TN (35.5703,-83.6784)",35.570316,-83.678449,3,eBird observation
eBird,2024-09-16 09:34,2024,little river gorge Rd,35.6703255,-83.6696954,1,eBird observation
eBird,2024-09-20 10:07,2024,Rocky Top Tennessee,35.564055,-83.716442,1,eBird observation
eBird,2024-09-21 06:54,2024,Rocky Top Tennessee,35.564055,-83.716442,1,eBird observation
eBird,2024-09-22 09:56,2024,Viking Mountain Overlook,36.0263969,-82.7207184,2,eBird observation
eBird,2024-09-30 08:59,2024,"Sugarland Mountain Trail, Gatlinburg, Tennessee, US (35.66, -83.554)",35.6603682,-83.5539227,1,eBird observation
eBird,2024-10-03 18:18,2024,Cherokee NF--Whigg Meadow,35.3091368,-84.0393162,1,eBird observation
eBird,2024-10-04 07:00,2024,Cherokee NF--Whigg Meadow,35.3091368,-84.0393162,1,eBird observation
eBird,2024-10-05 08:35,2024,Hwy 421--Mile Marker 33,36.5420533,-81.9899368,1,eBird observation
eBird,2024-10-14 15:15,2024,Great Smoky Mountains NP--Cucumber Gap Trail,35.6400067,-83.5650867,1,eBird observation
eBird,2024-10-26 10:11,2024,Great Smoky Mountains NP--Turkeypen Ridge Trail,35.6302064,-83.745601,2,eBird observation
eBird,2024-11-02 11:27,2024,"Autumn Ridge, Sevierville, TN",35.858902,-83.397411,1,eBird observation
eBird,2024-11-21 08:47,2024,"Cades Cove, Townsend US-TN 35.60647, -83.78971",35.606471,-83.789712,1,eBird observation
eBird,2024-11-23,2024,TN--Lone Pine Gap Rd,35.9601116,-82.8969713,1,eBird observation
eBird,2025-01-31 14:46,2025,Grouse Corner,35.711432,-83.573131,1,eBird observation
eBird,2025-02-01 09:08,2025,Great Smoky Mountains NP--Alum Cave Trail,35.6387158,-83.4459478,1,eBird observation
eBird,2025-02-03 12:48,2025,"Sugarland Mountain Trail, Gatlinburg US-TN 35.63792, -83.52965",35.637917,-83.52965,1,eBird observation
eBird,2025-03-09 08:30,2025,Cove Lake SP,36.3074474,-84.2140801,1,eBird observation
eBird,2025-03-28 18:31,2025,Great Smoky Mountains NP--Metcalf Bottoms,35.6804939,-83.6494946,1,eBird observation
eBird,2025-03-29 13:53,2025,GSMNP- Rich Mountain Loop,35.6112821,-83.7809443,1,eBird observation
eBird,2025-03-30 18:04,2025,"Lower Paint Creek Road, Greeneville, Tennessee, US (35.977, -82.849)",35.9771372,-82.8487461,1,eBird observation
eBird,2025-04-01 08:57,2025,Cherokee NF--Panhandle Rd.,36.4475369,-82.0906222,1,eBird observation
eBird,2025-04-04 10:02,2025,"Buffalo Mountain Park, Johnson City US-TN 36.27074, -82.33775",36.270737,-82.337752,1,eBird observation
eBird,2025-04-05 08:19,2025,"6170 Panhandle Road, Elizabethton, Tennessee, US (36.447, -82.117)",36.4465434,-82.1166157,1,eBird observation
eBird,2025-04-07,2025,AT - Derrick Knob Shelter to Kuwohi,35.5665405,-83.6419308,3,eBird observation
eBird,2025-04-09 14:55,2025,"Appalachian National Scenic Trail, Gatlinburg US-NC (35.5636,-83.5187)",35.563646,-83.518653,1,eBird observation
eBird,2025-04-16 20:16,2025,Great Smoky Mountains NP--Kuwohi (TN) (formerly Clingman’s Dome),35.563225,-83.4983621,1,eBird observation
eBird,2025-04-17 12:30,2025,Paint Creek,35.9542384,-82.8918482,1,eBird observation
eBird,2025-04-19 19:30,2025,AT-Kuwohi,35.5631286,-83.4995608,1,eBird observation
eBird,2025-04-23 09:46,2025,"Auto selected 35.65307, -83.46539",35.653069,-83.465389,1,eBird observation
eBird,2025-04-30,2025,AT - Boots Off Hostel to Iron Mountain Shelter,36.2995885,-82.1303773,1,eBird observation
eBird,2025-05-03 07:37,2025,Cherokee NF--Walnut Mountain Road,36.2339378,-82.0229213,1,eBird observation
eBird,2025-05-05 17:00,2025,Great Smoky Mountains NP--Cades Cove--Elijah Oliver Cabin & Access Trail,35.5969957,-83.8500861,1,eBird observation
eBird,2025-05-13 11:26,2025,sinking creek farm,36.5920258,-82.1373331,1,eBird observation
eBird,2025-05-20 05:07,2025,Great Smoky Mountains NP--Cades Cove Scenic Loop,35.6065101,-83.7740993,1,eBird observation
eBird,2025-05-22 06:47,2025,Great Smoky Mountains NP--Metcalf Bottoms,35.6804939,-83.6494946,1,eBird observation
eBird,2025-05-28 12:56,2025,Great Smoky Mountains NP--Charlie's Bunion Trail,35.6148139,-83.4148979,1,eBird observation
eBird,2025-06-01 15:33,2025,TN—Whigg Meadow Trail,35.32015,-84.034299,1,eBird observation
eBird,2025-06-12 11:52,2025,Benton MacKaye Trail--Mud Gap to Whigg Meadow,35.3247013,-84.0328091,2,eBird observation
eBird,2025-06-14 19:58,2025,Roan Mountain SP--Picnic Shelter #1,36.1703264,-82.0988157,1,eBird observation
eBird,2025-06-23 10:45,2025,Great Smoky Mountains NP--Snake Den Ridge Trail,35.7420381,-83.2273505,2,eBird observation
eBird,2025-08-02 13:51,2025,"Cherokee National Forest, Tellico Plains US-TN 35.30898, -84.03926",35.308983,-84.039265,1,eBird observation
eBird,2025-08-07 09:59,2025,Cherokee NF--Whigg Meadow,35.3091368,-84.0393162,1,eBird observation
eBird,2025-08-16 10:53,2025,"Laurel Creek Rd, Townsend US-TN (35.6048,-83.7646)",35.604831,-83.764628,1,eBird observation
eBird,2025-08-23 09:19,2025,Cherokee NF--Whigg Meadow,35.3091368,-84.0393162,2,eBird observation
eBird,2025-08-31 19:30,2025,Cherokee NF--Whigg Meadow,35.3091368,-84.0393162,1,eBird observation
eBird,2025-09-02 16:11,2025,Cherokee NF--Whigg Meadow,35.3091368,-84.0393162,1,eBird observation
eBird,2025-09-14 16:53,2025,Road to Whigg,35.2900318,-84.0866125,1,eBird observation
eBird,2025-09-15 16:28,2025,Cherokee NF--Pinnacle Mountain Tower Trail,36.2145307,-82.3585979,1,eBird observation
eBird,2025-09-17 10:13,2025,"Appalachian National Scenic Trail, Burnsville, North Carolina, US (35.993, -82.485)",35.993192,-82.4849711,1,eBird observation
eBird,2025-09-18 07:22,2025,Cherokee NF--Whigg Meadow,35.3091368,-84.0393162,1,eBird observation
eBird,2025-09-20 14:17,2025,Roan Mountain SP--Old Miller Farmstead,36.1783499,-82.1134706,1,eBird observation
eBird,2025-09-25 16:24,2025,Cherokee NF--Whigg Meadow,35.3091368,-84.0393162,1,eBird observation
eBird,2025-09-26 09:16,2025,"Stamping Ground  Ridge, Unicoi, Tennessee, US (36.144, -82.292)",36.143891,-82.2919771,1,eBird observation
eBird,2025-09-27 10:10,2025,Cherokee NF--Carver's Gap,36.107248,-82.1105369,1,eBird observation
eBird,2025-09-28 05:53,2025,Cherokee NF--Whigg Meadow,35.3091368,-84.0393162,1,eBird observation
eBird,2025-09-29 07:00,2025,Cherokee NF--Whigg Meadow,35.3091368,-84.0393162,1,eBird observation
eBird,2025-10-02 10:09,2025,"Cherokee National Forest, Greeneville US-TN 36.07642, -82.68538",36.07642,-82.685378,2,eBird observation
eBird,2025-10-04 10:25,2025,Fairoaks,35.721103,-83.9146838,1,eBird observation
eBird,2025-10-06 09:58,2025,"Snake Den Ridge Trail, Cosby, Tennessee, US (35,735, -83,245)",35.7346834,-83.2446088,1,eBird observation
eBird,2025-10-07 06:46,2025,"Ely's Mill, Roaring Fork Road",35.7159535,-83.4884387,1,eBird observation
eBird,2025-10-08 08:13,2025,Jakes Creek Tr,35.633552,-83.587172,1,eBird observation
eBird,2025-10-11 08:55,2025,Great Smoky Mountains NP--Cades Cove,35.5990797,-83.8084269,1,eBird observation
eBird,2025-10-15 12:47,2025,"Pisgah National Forest, Hartford US-TN (35.7984,-82.9624)",35.798406,-82.962394,1,eBird observation
eBird,2025-10-17,2025,TN--Lower Paint Creek,35.9822777,-82.8450251,1,eBird observation
eBird,2025-10-19,2025,TN--Lower Paint Creek,35.9822777,-82.8450251,1,eBird observation
eBird,2025-11-01 07:30,2025,"291 Costner Rd, Cosby US-TN 35.78271, -83.26390",35.782706,-83.263898,1,eBird observation
eBird,2025-12-24 08:30,2025,Bumpus Cove Rd.,36.1535104,-82.4907894,1,eBird observation
eBird,2026-01-01 09:06,2026,Great Smoky Mountains NP--Alum Cave Trail,35.6387158,-83.4459478,1,eBird observation
eBird,2026-01-06,2026,TN--Lower Paint Creek,35.9822777,-82.8450251,2,eBird observation
eBird,2026-01-08 15:30,2026,"1827–1875 Laurel Fork Rd, Roan Mountain US-TN 36.26641, -82.07367",36.266406,-82.073674,1,eBird observation
eBird,2026-02-03 09:57,2026,Pickett State Forest,36.5636384,-84.8124046,1,eBird observation
eBird,2026-03-01,2026,TN--Lower Paint Creek,35.9822777,-82.8450251,1,eBird observation
eBird,2026-03-13 10:29,2026,TN--Lower Paint Creek,35.9822777,-82.8450251,1,eBird observation
eBird,2026-03-21 18:35,2026,"3923–4059 Honey Creek Loop Rd, Robbins US-TN 36.38620, -84.63567",36.386201,-84.635669,1,eBird observation
eBird,2026-03-22 19:57,2026,Cherokee NF--Unaka Mountain Rd.,36.13107,-82.30814,1,eBird observation
eBird,2026-03-24 06:44,2026,Cherokee NF--Whigg Meadow,35.3091368,-84.0393162,2,eBird observation
eBird,2026-03-27 16:43,2026,"115 County Road 578, Englewood, Tennessee, US (35.419, -84.55)",35.4186367,-84.5502084,1,eBird observation
eBird,2026-03-29 16:41,2026,Great Smoky Mountains NP--Mount LeConte,35.6541844,-83.4400332,1,eBird observation
eBird,2026-03-30 10:15,2026,Great Smoky Mountains NP--Bote Mountain Trail,35.6067497,-83.7264195,1,eBird observation
eBird,2026-04-02 14:00,2026,"5800-5848 Lower Paint Creek Road, Greeneville, Tennessee, US (35.948, -82.893)",35.9476263,-82.8931266,1,eBird observation
eBird,2026-04-03 13:31,2026,"1641 Cherohala Skyway, Tellico Plains US-TN 35.35762, -84.27260",35.357621,-84.272597,1,eBird observation
eBird,2026-04-04 07:30,2026,Great Smoky Mountains NP--Newfound Gap (probably not TN),35.6111036,-83.4245147,4,eBird observation
eBird,2026-04-08 16:53,2026,Rocky Fork SP,36.0472525,-82.5608028,2,eBird observation
eBird,2026-04-11 08:14,2026,Rocky Fork SP,36.0472525,-82.5608028,1,eBird observation
eBird,2026-04-22 17:31,2026,"825 Jimmie Roberts Road, Sneedville, Tennessee, US (36.52, -83.204)",36.5201472,-83.204042,1,eBird observation
eBird,2026-04-26 10:53,2026,"159 Mt Shadow Ln, Benton US-TN 35.16934, -84.61414",35.16934,-84.614138,1,eBird observation
eBird,2026-05-03 09:46,2026,"NC-143, Tellico Plains US-TN 35.32470, -84.03287",35.324702,-84.032865,1,eBird observation
eBird,2026-05-05,2026,TN--Lower Paint Creek,35.9822777,-82.8450251,,eBird observation
eBird,2026-05-05 16:54,2026,Rocky Fork SP,36.0472525,-82.5608028,1,eBird observation
eBird,2026-05-11 10:59,2026,Double Spring Gap Shelter (TN),35.5653164,-83.5426176,2,eBird observation
eBird,2026-05-13 06:30,2026,Great Smoky Mountains NP--Middle Prong Trail,35.6098148,-83.639383,1,eBird observation
eBird,2026-05-13 11:07,2026,"Capuchin Creek Road, Winfield US-TN 36.51743, -84.27475",36.51743,-84.27475,,eBird observation
eBird,2026-05-15 07:55,2026,Cross Mountain--Mountain Rd.--Top Mining Bench,36.2915,-84.244337,1,eBird observation
eBird,2026-05-16 14:30,2026,Great Smoky Mountains NP--Lower Mt. Cammerer Trail,35.7691179,-83.1932325,1,eBird observation
eBird,2026-05-22 12:00,2026,Great Smoky Mountains NP--US-441/Newfound Gap Rd. Pullout,35.6197,-83.4208,1,eBird observation
eBird,2026-05-24 17:41,2026,Great Smoky Mountains NP--Morton Overlook,35.617248,-83.4235454,1,eBird observation
field-sighting,2023,2023,Lancing area,36.116,-84.689,1,"Forum reports of birds, just north of Catoosa"
field-sighting,2025-03-24,2025,OnX sighting 3/24/25,36.0514,-84.7395,1,Confirmed sighting near Catoosa WMA
